,Text,Questions,Answers
218,"Myanmar (myan-MAR i/miɑːnˈmɑːr/ mee-ahn-MAR, /miˈɛnmɑːr/ mee-EN-mar or /maɪˈænmɑːr/ my-AN-mar (also with the stress on first syllable); Burmese pronunciation: [mjəmà]),[nb 1] officially the Republic of the Union of Myanmar and also known as Burma, is a sovereign state in Southeast Asia bordered by Bangladesh, India, China, Laos and Thailand. One-third of Myanmar's total perimeter of 1,930 km (1,200 miles) forms an uninterrupted coastline along the Bay of Bengal and the Andaman Sea. The country's 2014 census revealed a much lower population than expected, with 51 million people recorded. Myanmar is 676,578 square kilometres (261,227 sq mi) in size. Its capital city is Naypyidaw and its largest city is Yangon (Rangoon).","[""How much a  Myanmar's boundaries are encompassed by beachfront lands?"", 'How many people dwell in  Myanmar ?', 'What is the land mass of  Myanmar ?', 'Is the capital city the holder of the largest amount of the population in  Myanmar ?', 'What is the name of the capital city of Myanmar?']","[[{'text': '(1,200 miles) forms an uninterrupted coastline', 'answer_start': 395}], [{'text': '51 million people recorded', 'answer_start': 566}], [{'text': 'Myanmar is 676,578 square kilometres (261,227 sq mi) in size', 'answer_start': 594}], [{'text': 'largest city is Yangon (Rangoon)', 'answer_start': 694}], [{'text': 'capital city is Naypyidaw', 'answer_start': 660}]]"
219,"Jews originated as a national and religious group in the Middle East during the second millennium BCE, in the part of the Levant known as the Land of Israel. The Merneptah Stele appears to confirm the existence of a people of Israel, associated with the god El, somewhere in Canaan as far back as the 13th century BCE. The Israelites, as an outgrowth of the Canaanite population, consolidated their hold with the emergence of the Kingdom of Israel, and the Kingdom of Judah. Some consider that these Canaanite sedentary Israelites melded with incoming nomadic groups known as 'Hebrews'. Though few sources in the Bible mention the exilic periods in detail, the experience of diaspora life, from the Ancient Egyptian rule over the Levant, to Assyrian Captivity and Exile, to Babylonian Captivity and Exile, to Seleucid Imperial rule, to the Roman occupation, and the historical relations between Israelites and the homeland, became a major feature of Jewish history, identity and memory.","['Which group originated as a national and religious group in the Middle East during the second millennium BCE, in the part of the Levant known as the Land of Israel?', 'Who consolidated their hold with the emergence of the Kingdom of Israel, and the kingdom of Judah?', 'What were incoming nomadic groups known as?', 'When did Jews originate as a national and religious group in the Middle East?', 'What appears to confirm the existence of a people of Israel?', 'What national and religious group originated in the first millennium BCE?', 'What confirms the existence of the Ancient Egyptians?', 'Who was an outgrowth of the Israelite population?', 'What was a major feature of the Babylonian history, identity, and memory?', 'When did the people of Israel cease to be associated with the god El?']","[[{'text': 'Jews', 'answer_start': 0}], [{'text': 'Israelites', 'answer_start': 323}], [{'text': 'Hebrews', 'answer_start': 577}], [{'text': 'during the second millennium BCE, in the part of the Levant known as the Land of Israel', 'answer_start': 69}], [{'text': 'The Merneptah Stele', 'answer_start': 158}], [], [], [], [], []]"
220,"The fiber is most often spun into yarn or thread and used to make a soft, breathable textile. The use of cotton for fabric is known to date to prehistoric times; fragments of cotton fabric dated from 5000 BC have been excavated in Mexico and the Indus Valley Civilization in Ancient India (modern-day Pakistan and some parts of India). Although cultivated since antiquity, it was the invention of the cotton gin that lowered the cost of production that led to its widespread use, and it is the most widely used natural fiber cloth in clothing today.","['What is the most frequent use of cotton?', 'To what date has cotton been dated?', 'Where in India has cotton been found from prehistoric times?', 'In what Central American country has cotton use been found from early times?', 'What machinery has lead to the  easily made and widespread use of cotton?', 'What is the most frequent use of cloth?', 'To what date has the cotton gin been dated?', 'Where in India has the cotton gin been found from prehistoric times?', 'In what Central American country has cotton gin use been found from early times?', 'What textile has lead to the easily and widespread use of cotton?']","[[{'text': 'fabric', 'answer_start': 116}], [{'text': '5000 BC', 'answer_start': 200}], [{'text': 'Indus Valley', 'answer_start': 246}], [{'text': 'Mexico', 'answer_start': 231}], [{'text': 'cotton gin', 'answer_start': 401}], [], [], [], [], []]"
221,"In signal processing, data compression, source coding, or bit-rate reduction involves encoding information using fewer bits than the original representation. Compression can be either lossy or lossless. Lossless compression reduces bits by identifying and eliminating statistical redundancy. No information is lost in lossless compression. Lossy compression reduces bits by identifying unnecessary information and removing it. The process of reducing the size of a data file is referred to as data compression. In the context of data transmission, it is called source coding (encoding done at the source of the data before it is stored or transmitted) in opposition to channel coding.","['What involves encoding information using fewer bits than the original representation?', 'What can be either lossy or lossless?', 'What reduces bits by identifying and eliminating statistical redundancy? ', 'What is the process called of reducing the size of a data file?', ""What is the process called of encoding at the source of the data before it's processed?"", 'What involves encoding information using fewer bits than the channel coding?', 'What can not be lossy or lossless?', 'What reduces bits by identifying and eliminating source coding?', 'What is the process called of reducing the size of a lossless?']","[[{'text': 'data compression', 'answer_start': 22}], [{'text': 'Compression', 'answer_start': 158}], [{'text': 'Lossless compression', 'answer_start': 203}], [{'text': 'data compression', 'answer_start': 493}], [{'text': 'source coding', 'answer_start': 561}], [], [], [], []]"
222,"The Sun had the largest circulation of any daily newspaper in the United Kingdom, but in late 2013 slipped to second largest Saturday newspaper behind the Daily Mail. It had an average daily circulation of 2.2 million copies in March 2014. Between July and December 2013 the paper had an average daily readership of approximately 5.5 million, with approximately 31% of those falling into the ABC1 demographic and 68% in the C2DE demographic. Approximately 41% of readers are women. The Sun has been involved in many controversies in its history, including its coverage of the 1989 Hillsborough football stadium disaster. Regional editions of the newspaper for Scotland, Northern Ireland and the Republic of Ireland are published in Glasgow (The Scottish Sun), Belfast (The Sun) and Dublin (The Irish Sun) respectively.","['Which newspaper overtook The Sun as largest Saturday UK newspaper?', ""What was the sun's circulation per day in March 2014?"", 'What was the largest demographic for readers of The Sun?', 'What is the percentage of The Sun readers who are women?', 'What is one controversial event covered by The Sun?']","[[{'text': 'Daily Mail', 'answer_start': 155}], [{'text': '2.2 million copies', 'answer_start': 206}], [{'text': 'C2DE demographic', 'answer_start': 424}], [{'text': 'Approximately 41%', 'answer_start': 442}], [{'text': '1989 Hillsborough football stadium disaster', 'answer_start': 576}]]"
223,"Pesticides are substances meant for attracting, seducing, and then destroying any pest. They are a class of biocide. The most common use of pesticides is as plant protection products (also known as crop protection products), which in general protect plants from damaging influences such as weeds, fungi, or insects. This use of pesticides is so common that the term pesticide is often treated as synonymous with plant protection product, although it is in fact a broader term, as pesticides are also used for non-agricultural purposes. The term pesticide includes all of the following: herbicide, insecticide, insect growth regulator, nematicide, termiticide, molluscicide, piscicide, avicide, rodenticide, predacide, bactericide, insect repellent, animal repellent, antimicrobial, fungicide, disinfectant (antimicrobial), and sanitizer.","['What is the difference between a pesticide and a plant protection product?', 'What is the purpose of a pesticide?', 'What are pesticides most commonly used for?', 'What can pesticides protect plants from?', 'What item commonly used in hospitals, schools and offices is a pesticide?', 'What are examples of the way a plant protects itself against pests?', 'How are plants that protect themselves from pests classified?', 'What are three things that crop pests eat?', 'What is one thing that some fungi are also used in?', 'How are weeds also used when harvested commercially?']","[[{'text': 'pesticides are also used for non-agricultural purposes', 'answer_start': 480}], [{'text': 'Pesticides are substances meant for attracting, seducing, and then destroying any pest', 'answer_start': 0}], [{'text': 'The most common use of pesticides is as plant protection products', 'answer_start': 117}], [{'text': 'protect plants from damaging influences such as weeds, fungi, or insects', 'answer_start': 242}], [{'text': 'sanitizer', 'answer_start': 827}], [], [], [], [], []]"
224,"Somerset is a rural county of rolling hills such as the Blackdown Hills, Mendip Hills, Quantock Hills and Exmoor National Park, and large flat expanses of land including the Somerset Levels. There is evidence of human occupation from Paleolithic times, and of subsequent settlement in the Roman and Anglo-Saxon periods. The county played a significant part in the consolidation of power and rise of King Alfred the Great, and later in the English Civil War and the Monmouth Rebellion. The city of Bath is famous for its substantial Georgian architecture and is a UNESCO World Heritage Site.","['What type of region is somerset', 'What are some areas of Somerset county', 'How far back was the county populated ', 'What Kings rise did the county play part in ', 'What is the city of Bath famous for ', 'In which county was the English Civil War primarily fought?', 'Which county of England was King Alfred the Great born in?', 'Where did the Monmouth Rebellion get its start?', 'Which county of England is an urban one on a flat plain?', 'King Alfred the Great ruled over which civilization?']","[[{'text': 'Somerset is a rural county of rolling hills', 'answer_start': 0}], [{'text': 'Blackdown Hills, Mendip Hills, Quantock Hills and Exmoor National Park, and large flat expanses of land including the Somerset Levels', 'answer_start': 56}], [{'text': 'There is evidence of human occupation from Paleolithic times, and of subsequent settlement in the Roman and Anglo-Saxon periods', 'answer_start': 191}], [{'text': 'a significant part in the consolidation of power and rise of King Alfred the Great, and later in the English Civil War and the Monmouth Rebellion', 'answer_start': 338}], [{'text': 'substantial Georgian architecture and is a UNESCO World Heritage Site', 'answer_start': 520}], [], [], [], [], []]"
225,"Yale University is an American private Ivy League research university in New Haven, Connecticut. Founded in 1701 in Saybrook Colony as the Collegiate School, the University is the third-oldest institution of higher education in the United States. The school was renamed Yale College in 1718 in recognition of a gift from Elihu Yale, who was governor of the British East India Company. Established to train Congregationalist ministers in theology and sacred languages, by 1777 the school's curriculum began to incorporate humanities and sciences. In the 19th century the school incorporated graduate and professional instruction, awarding the first Ph.D. in the United States in 1861 and organizing as a university in 1887.","['When was the Collegiate School of Saybrook Colony founded?', 'When was the Collegiate School renamed to Yale College?', 'Why was the school named Yale College?', 'When did Yale first incorporate humanities and sciences?', 'When did Yale issue the first Ph.D in the United States?', 'When was the Collegiate School of Saybrook Colony closed?', ""When wasn't the Collegiate School renamed to Yale College?"", ""Why wasn't the school named Yale College?"", 'When did Yale last incorporate humanities and sciences?', 'When did Yale issue the last Ph.D in the United States?']","[[{'text': '1701', 'answer_start': 108}], [{'text': '1718', 'answer_start': 286}], [{'text': 'recognition of a gift from Elihu Yale', 'answer_start': 294}], [{'text': 'by 1777', 'answer_start': 468}], [{'text': '1861', 'answer_start': 678}], [], [], [], [], []]"
226,"Around 1300, centuries of prosperity and growth in Europe came to a halt. A series of famines and plagues, including the Great Famine of 1315–1317 and the Black Death, reduced the population to around half of what it was before the calamities. Along with depopulation came social unrest and endemic warfare. France and England experienced serious peasant uprisings, such as the Jacquerie and the Peasants' Revolt, as well as over a century of intermittent conflict in the Hundred Years' War. To add to the many problems of the period, the unity of the Catholic Church was shattered by the Western Schism. Collectively these events are sometimes called the Crisis of the Late Middle Ages.","['What shattered the unity of the Catholic Church?', 'What are the series of events that ended centuries of prosperity in Europe, starting around 1300, known as?', 'In what years was the Great Famine?', 'Which two countries experienced peasant uprisings?', 'What major conflict occurred in Europe during the Crisis of the Late Middle Ages?', 'What saved the unity of the Catholic Church?', 'What are the series of events that ended centuries of prosperity in Europe, starting around 1400, known as?', ""In what years wasn't the Great Famine?"", 'Which two countries never experienced peasant uprisings?', 'What minor conflict occurred in Europe during the Crisis of the Late Middle Ages?']","[[{'text': 'the Western Schism', 'answer_start': 585}], [{'text': 'the Crisis of the Late Middle Ages', 'answer_start': 652}], [{'text': '1315–1317', 'answer_start': 137}], [{'text': 'France and England', 'answer_start': 308}], [{'text': ""Hundred Years' War"", 'answer_start': 472}], [], [], [], [], []]"
227,"Ann Arbor was founded in 1824, named for wives of the village's founders and the stands of Bur Oak trees. The University of Michigan moved from Detroit to Ann Arbor in 1837, and the city grew at a rapid rate in the early to mid-20th century. During the 1960s and 1970s, the city gained a reputation as a center for left-wing politics. Ann Arbor became a focal point for political activism and served as a hub for the civil-rights movement and anti-Vietnam War movement, as well as various student movements.","['When was Ann Arbor founded?', 'Which University moved from Detroit to Ann Arbor in 1837?', ""During  the 1960's & 70's, Ann Arbor gained a reputation for what?"", ""Which type of tree is associated with the city Ann Arbor's name?"", 'What college moved to Ann Arbor in 1873?', 'What Michigan city was founded in 1842?', ""During the 1950's and 60's, Ann Arbor gained a reputation for what?""]","[[{'text': '1824', 'answer_start': 25}], [{'text': 'University of Michigan', 'answer_start': 110}], [{'text': 'center for left-wing politics', 'answer_start': 304}], [{'text': 'Bur Oak', 'answer_start': 91}], [], [], []]"
228,"Gothic architecture is a style of architecture that flourished during the high and late medieval period. It evolved from Romanesque architecture and was succeeded by Renaissance architecture. Originating in 12th-century France and lasting into the 16th century, Gothic architecture was known during the period as Opus Francigenum (""French work"") with the term Gothic first appearing during the later part of the Renaissance. Its characteristics include the pointed arch, the ribbed vault and the flying buttress. Gothic architecture is most familiar as the architecture of many of the great cathedrals, abbeys and churches of Europe. It is also the architecture of many castles, palaces, town halls, guild halls, universities and to a less prominent extent, private dwellings, such as dorms and rooms.","['What is one time period in which Gothic architecture flourished?', 'What style of architecture did Gothic architecture evolve from?', 'What style of architecture came after the Gothic style?', 'Where did the Gothic architecture style originate?', 'Gothic architecture is known for being commonly used in cathedrals and churches, what is one example of a lesser known type of structure in which Gothic architecture has been used?', 'What is one time period in which Gothic architecture was not allowed?', 'What style of architecture did Gothic architecture devolve from?', 'What style of architecture came along with the Gothic style?', 'Where did the Gothic architecture style fail originally?', 'What style of architecture no longer exists for castles?']","[[{'text': 'late medieval period', 'answer_start': 83}], [{'text': 'Romanesque architecture', 'answer_start': 121}], [{'text': 'Renaissance architecture', 'answer_start': 166}], [{'text': 'France', 'answer_start': 220}], [{'text': 'private dwellings, such as dorms and rooms', 'answer_start': 758}], [], [], [], [], []]"
229,"The movement was pioneered by Georges Braque and Pablo Picasso, joined by Jean Metzinger, Albert Gleizes, Robert Delaunay, Henri Le Fauconnier, Fernand Léger and Juan Gris. A primary influence that led to Cubism was the representation of three-dimensional form in the late works of Paul Cézanne. A retrospective of Cézanne's paintings had been held at the Salon d'Automne of 1904, current works were displayed at the 1905 and 1906 Salon d'Automne, followed by two commemorative retrospectives after his death in 1907.","['Name the 8 peopl who began the movement', 'Which person  was the most influential in beginning the movement with is three dimensional forms?', ""What year's were Cezannes painting's displayed at Salon d'Automne? Not including the retrospectives."", 'What movement did Picasso not participate in?', 'What movement did Braque not participate in?', 'What happened in 1903?', 'Which person was the least influential in beginning the movement with is three dimensional forms?', ""What year's were Cezannes painting's not displayed at Salon d'Automne? ""]","[[{'text': 'Georges Braque and Pablo Picasso, joined by Jean Metzinger, Albert Gleizes, Robert Delaunay, Henri Le Fauconnier, Fernand Léger and Juan Gris.', 'answer_start': 30}], [{'text': 'Paul Cézanne', 'answer_start': 282}], [{'text': '1905 and 1906', 'answer_start': 417}], [], [], [], [], []]"
230,"Chinese political philosophy dates back to the Spring and Autumn Period, specifically with Confucius in the 6th century BC. Chinese political philosophy was developed as a response to the social and political breakdown of the country characteristic of the Spring and Autumn Period and the Warring States period. The major philosophies during the period, Confucianism, Legalism, Mohism, Agrarianism and Taoism, each had a political aspect to their philosophical schools. Philosophers such as Confucius, Mencius, and Mozi, focused on political unity and political stability as the basis of their political philosophies. Confucianism advocated a hierarchical, meritocratic government based on empathy, loyalty, and interpersonal relationships. Legalism advocated a highly authoritarian government based on draconian punishments and laws. Mohism advocated a communal, decentralized government centered on frugality and ascetism. The Agrarians advocated a peasant utopian communalism and egalitarianism. Taoism advocated a proto-anarchism. Legalism was the dominant political philosophy of the Qin Dynasty, but was replaced by State Confucianism in the Han Dynasty. Prior to China's adoption of communism, State Confucianism remained the dominant political philosophy of China up to the 20th century.","['What specifically dates back with Confucius in the 6th century BC?', 'Chinese political philosophy dates back to what century?', 'Chinese political philosophy was developed as a response to what?', 'What advocated a communal, decentralized government centered on frugality and ascetism?', 'What dates back to the 6th century AD?', 'What was a response to increased social and political awareness in China?', 'What advocated a communal, centralized government centered on frugality and accetism?', 'Who advocated a government based on empathy, loyalty and personal relationships?', 'Who advocated a peasant uprising and egalitarianism?', 'When did Agrarianism begin?', 'What is attributed to Mencius in the 6th Century BC?', 'What attribute did all of the philosophies share?', 'In what Spring and Autumn period was Legalism dominant?', 'In the Qin Dynasty, what replaced Legalism?']","[[{'text': 'Chinese political philosophy', 'answer_start': 0}], [{'text': '6th century BC', 'answer_start': 108}], [{'text': 'the social and political breakdown of the country', 'answer_start': 184}], [{'text': 'Mohism', 'answer_start': 835}], [], [], [], [], [], [], [], [], [], []]"
231,An alloy is a mixture of metals or a mixture of a metal and another element. Alloys are defined by metallic bonding character. An alloy may be a solid solution of metal elements (a single phase) or a mixture of metallic phases (two or more solutions). Intermetallic compounds are alloys with a defined stoichiometry and crystal structure. Zintl phases are also sometimes considered alloys depending on bond types (see also: Van Arkel-Ketelaar triangle for information on classifying bonding in binary compounds).,"['What is an alloy?', 'What are alloys defined by?', 'When are Zintl considered alloys?', 'What is solid solution metal elements classified as?', 'What is always a mixture of metal and other elements?', 'What is defined by its atomic bonding character?', 'What type of solution has a single phase in two or more solutions?', 'What type of phases are always considered to be alloys?']","[[{'text': 'a mixture of metals or a mixture of a metal and another element', 'answer_start': 12}], [{'text': 'metallic bonding character', 'answer_start': 99}], [{'text': 'depending on bond types', 'answer_start': 389}], [{'text': 'a single phase', 'answer_start': 179}], [], [], [], []]"
232,"Norfolk Island (i/ˈnɔːrfək ˈaɪlənd/; Norfuk: Norf'k Ailen) is a small island in the Pacific Ocean located between Australia, New Zealand and New Caledonia, 1,412 kilometres (877 mi) directly east of mainland Australia's Evans Head, and about 900 kilometres (560 mi) from Lord Howe Island. The island is part of the Commonwealth of Australia. Together with two neighbouring islands, it forms one of Australia's external territories. It has 1,796 inhabitants living on a total area of about 35 km2 (14 sq mi). Its capital is Kingston.","['In what ocean is Norfolk Island found?', 'How far away is the nearest land mass to Norfolk Island?', 'What is the capital city of Norfolk Island?', 'How many people live on Norfolk Island?', 'How far away is Evans Head from Norfolk Island?', 'What ocean is Norfolk Island relocated from?', 'How far away is the furthest land mass to Norfolk Island?', 'What is the only city of Norfolk Island?', 'How many people have left Norfolk Island?', 'Which island has no capital city?']","[[{'text': 'Pacific Ocean', 'answer_start': 84}], [{'text': 'about 900 kilometres (560 mi)', 'answer_start': 236}], [{'text': 'Kingston', 'answer_start': 523}], [{'text': '1,796', 'answer_start': 439}], [{'text': '1,412 kilometres (877 mi)', 'answer_start': 156}], [], [], [], [], []]"
233,"Burke was born in Dublin, Ireland. His mother Mary née Nagle (c. 1702 – 1770) was a Roman Catholic who hailed from a déclassé County Cork family (and a cousin of Nano Nagle), whereas his father, a successful solicitor, Richard (died 1761), was a member of the Church of Ireland; it remains unclear whether this is the same Richard Burke who converted from Catholicism. The Burke dynasty descends from an Anglo-Norman knight surnamed de Burgh (latinised as de Burgo) who arrived in Ireland in 1185 following Henry II of England's 1171 invasion of Ireland.","['Where was Burke born?', ""What was Burke's mother's maiden name?"", ""When did Burke's mother die?"", ""When did Burke's father die?"", ""When did Burke's ancestors arrive in Ireland?"", 'What city was Mary nee Nagle born in?', 'When was Richard Burke born?', 'What is the latinised form of the last name Burke?', 'When did Henry II invade England?', 'Who converted into Catholicism?']","[[{'text': 'Dublin, Ireland', 'answer_start': 18}], [{'text': 'Nagle', 'answer_start': 55}], [{'text': '1770', 'answer_start': 72}], [{'text': '1761', 'answer_start': 233}], [{'text': '1185', 'answer_start': 492}], [], [], [], [], []]"
234,"The Independent State of Samoa ( Samoan: Malo Sa 'oloto Tuto 'atasi o Sāmoa, IPA: [ˌsaːˈmoa]), commonly known as Samoa (Samoan: Sāmoa) and formerly known as Western Samoa, is a Unitary Parliamentary Republic with eleven administrative divisions. The two main islands are Savai'i and Upolu with four smaller islands surrounding the landmasses. The capital city is Apia. The Lapita people discovered and settled the Samoan islands around 3,500 years ago. They developed a unique language and cultural identity.","[""What was Samoa's old name?"", 'How many administrative divisions does Samoa have?', ""How many little islands are there around Savai'i and Upolu?"", ""What's the name of Samoa's capital?"", 'About how long ago were the Samoan islands discovered?', 'What was Lapita formerly known as?', 'What is the capital of Lapita?', 'When did the Tuto people discover Malo and settle there?', 'What are two things the Tuto developed when they settled at Malo?', 'How many little islands surround Malo?']","[[{'text': 'Western Samoa', 'answer_start': 157}], [{'text': 'eleven', 'answer_start': 213}], [{'text': 'four', 'answer_start': 294}], [{'text': 'Apia', 'answer_start': 363}], [{'text': '3,500 years', 'answer_start': 436}], [], [], [], [], []]"
235,"Pope Paul VI (Latin: Paulus VI; Italian: Paolo VI), born Giovanni Battista Enrico Antonio Maria Montini (Italian pronunciation: [dʒioˈvani baˈtista enˈriko anˈtonjo marˈija monˈtini]; 26 September 1897 – 6 August 1978), reigned as Pope from 21 June 1963 to his death in 1978. Succeeding Pope John XXIII, he continued the Second Vatican Council which he closed in 1965, implementing its numerous reforms, and fostered improved ecumenical relations with Eastern Orthodox and Protestants, which resulted in many historic meetings and agreements. Montini served in the Vatican's Secretariat of State from 1922 to 1954. While in the Secretariat of State, Montini and Domenico Tardini were considered as the closest and most influential colleagues of Pope Pius XII, who in 1954 named him Archbishop of Milan, the largest Italian diocese. Montini automatically became the Secretary of the Italian Bishops Conference. John XXIII elevated him to the College of Cardinals in 1958, and after the death of John XXIII, Montini was considered one of his most likely successors.","['On What date was Pope Paul VI born?', 'On what date did Pope Paul VI die?', 'In what year did Pope Paul VI close the Second Vatican Counsel?', 'When was Pope Paul VI elected as Pope?', ""What was Pope Paul VI's first name at birth?""]","[[{'text': '26 September 1897', 'answer_start': 184}], [{'text': '6 August 1978)', 'answer_start': 204}], [{'text': '1965', 'answer_start': 363}], [{'text': '21 June 1963', 'answer_start': 241}], [{'text': 'Giovanni', 'answer_start': 57}]]"
236,"Found in applications as diverse as industrial fans, blowers and pumps, machine tools, household appliances, power tools, and disk drives, electric motors can be powered by direct current (DC) sources, such as from batteries, motor vehicles or rectifiers, or by alternating current (AC) sources, such as from the power grid, inverters or generators. Small motors may be found in electric watches. General-purpose motors with highly standardized dimensions and characteristics provide convenient mechanical power for industrial use. The largest of electric motors are used for ship propulsion, pipeline compression and pumped-storage applications with ratings reaching 100 megawatts. Electric motors may be classified by electric power source type, internal construction, application, type of motion output, and so on.","['What is the largest rating of an electric motor?', 'What is the main example of a DC power source?', 'What does AC stand for?', 'What does DC stand for?', 'In what device are small motors commonly found?', 'What is the smallest rating of an electric motor?', ' What is the main example of a RC power source?', ' What does EC stand for?', ' What does DCC stand for?', ' In what device are large motors least commonly found?']","[[{'text': '100 megawatts', 'answer_start': 668}], [{'text': 'batteries', 'answer_start': 215}], [{'text': 'alternating current', 'answer_start': 262}], [{'text': 'direct current', 'answer_start': 173}], [{'text': 'electric watches', 'answer_start': 379}], [], [], [], [], []]"
237,"Switzerland (/ˈswɪtsərlənd/), officially the Swiss Confederation (Latin: Confoederatio Helvetica, hence its abbreviation CH), is a country in Europe. While still named the ""Swiss Confederation"" for historical reasons, modern Switzerland is a federal directorial republic consisting of 26 cantons, with Bern as the seat of the federal authorities, called Bundesstadt (""federal city"").[note 3] The country is situated in Western and Central Europe,[note 4] and is bordered by Italy to the south, France to the west, Germany to the north, and Austria and Liechtenstein to the east. Switzerland is a landlocked country geographically divided between the Alps, the Swiss Plateau and the Jura, spanning an area of 41,285 km2 (15,940 sq mi). While the Alps occupy the greater part of the territory, the Swiss population of approximately 8 million people is concentrated mostly on the Plateau, where the largest cities are to be found: among them are the two global and economic centres, Zürich and Geneva.","['What is the official name of Switzerland?', 'What type of government does Switzerland have?', ""How many cantons are in Switzerland's federal directorial republic?"", 'What 3 geographical features divide Switzerland?', 'What is the population of Switzerland?']","[[{'text': 'Swiss Confederation', 'answer_start': 45}], [{'text': 'a federal directorial republic', 'answer_start': 240}], [{'text': '26', 'answer_start': 285}], [{'text': 'the Alps, the Swiss Plateau and the Jura', 'answer_start': 646}], [{'text': 'approximately 8 million', 'answer_start': 816}]]"
238,"Mali (i/ˈmɑːli/; French: [maˈli]), officially the Republic of Mali (French: République du Mali), is a landlocked country in West Africa. Mali is the eighth-largest country in Africa, with an area of just over 1,240,000 square kilometres (480,000 sq mi). The population of Mali is 14.5 million. Its capital is Bamako. Mali consists of eight regions and its borders on the north reach deep into the middle of the Sahara Desert, while the country's southern part, where the majority of inhabitants live, features the Niger and Senegal rivers. The country's economy centers on agriculture and fishing. Some of Mali's prominent natural resources include gold, being the third largest producer of gold in the African continent, and salt. About half the population lives below the international poverty line of $1.25 (U.S.) a day. A majority of the population (55%) are non-denominational Muslims.","['Of Africa what rank in size country is Mali?', ""What is Mali's capital named?"", 'What are two major rivers located inside of Mali?', 'Besides salt what other major natural resources does Mali produce?', 'More than half of the population is what religion?', 'What is the eighth largest country in the world?', 'Which African coast is Mali?', 'What country has an area of 1,240,000 mi.²?', 'What desert does Mali just touch the edge of?', 'What is basal agriculture in deep-sea fishing?']","[[{'text': 'Mali is the eighth-largest country in Africa', 'answer_start': 137}], [{'text': 'Bamako', 'answer_start': 309}], [{'text': 'Niger and Senegal rivers', 'answer_start': 514}], [{'text': 'prominent natural resources include gold', 'answer_start': 613}], [{'text': '(55%) are non-denominational Muslims', 'answer_start': 853}], [], [], [], [], []]"
239,"Raleigh (/ˈrɑːli/; RAH-lee) is the capital of the state of North Carolina as well as the seat of Wake County in the United States. It is the second most populous city in North Carolina, after Charlotte. Raleigh is known as the ""City of Oaks"" for its many oak trees, which line the streets in the heart of the city. The city covers a land area of 142.8 square miles (370 km2). The U.S. Census Bureau estimated the city's population to be 439,896 as of July 1, 2014. It is also one of the fastest-growing cities in the country. The city of Raleigh is named after Sir Walter Raleigh, who established the lost Roanoke Colony in present-day Dare County.","['What state is Raleigh the capital of?', 'What is the biggest city in NC?', 'Who is it named after?', 'What county is Raleigh in?', 'What is the population of the city?', 'What city is known as the City of Elks? ', ' Who is Releigh not named after?', "" What county is Raleigh's neighbor?"", ' What is the population of the North Carolina?', 'What lost city is 142 miles large?']","[[{'text': 'North Carolina', 'answer_start': 59}], [{'text': 'Charlotte', 'answer_start': 192}], [{'text': 'Sir Walter Raleigh', 'answer_start': 561}], [{'text': 'Dare', 'answer_start': 636}], [{'text': '439,896', 'answer_start': 437}], [], [], [], [], []]"
240,"Registered dietitian nutritionists (RDs or RDNs) are health professionals qualified to provide safe, evidence-based dietary advice which includes a review of what is eaten, a thorough review of nutritional health, and a personalized nutritional treatment plan. They also provide preventive and therapeutic programs at work places, schools and similar institutions. Certified Clinical Nutritionists or CCNs, are trained health professionals who also offer dietary advice on the role of nutrition in chronic disease, including possible prevention or remediation by addressing nutritional deficiencies before resorting to drugs. Government regulation especially in terms of licensing, is currently less universal for the CCN than that of RD or RDN. Another advanced Nutrition Professional is a Certified Nutrition Specialist or CNS. These Board Certified Nutritionists typically specialize in obesity and chronic disease. In order to become board certified, potential CNS candidate must pass an examination, much like Registered Dieticians. This exam covers specific domains within the health sphere including; Clinical Intervention and Human Health.","['What does RDN stand for?', 'Who offers dietary advice on the role of nutrition in chronic diseases?', 'For which health professional is Governmental regulation more universal?', 'Who typically specializes in obesity and chronic disease?']","[[{'text': 'Registered dietitian nutritionists', 'answer_start': 0}], [{'text': 'Certified Clinical Nutritionists', 'answer_start': 365}], [{'text': 'RDN', 'answer_start': 741}], [{'text': 'Certified Nutrition Specialist', 'answer_start': 791}]]"
241,"The Crimean War was a military conflict fought between October 1853 – March 1856 in which Russia lost to an alliance of France, the United Kingdom, the Ottoman Empire, and Sardinia. The immediate cause involved the rights of Christian minorities in the Holy Land, which was controlled by the Ottoman Empire. The French promoted the rights of Catholics, while Russia promoted those of the Eastern Orthodox Christians. The longer-term causes involved the decline of the Ottoman Empire and the unwillingness of the United Kingdom and France to allow Russia to gain territory and power at Ottoman expense. It has widely been noted that the causes, in one case involving an argument over a key, have never revealed a ""greater confusion of purpose"", yet led to a war noted for its ""notoriously incompetent international butchery.""","['What year did the Crimean War begin?', 'What year did the Crimean War end?', 'Who controlled the rights of Christian minorities in the Holy Land?', 'Who promoted the rights of the Catholic people?', 'Who promoted the rights of the Eastern Orthodox Christians?']","[[{'text': '1853', 'answer_start': 63}], [{'text': '1856', 'answer_start': 76}], [{'text': 'Ottoman Empire', 'answer_start': 292}], [{'text': 'The French', 'answer_start': 308}], [{'text': 'Russia', 'answer_start': 359}]]"
